instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit
0,38,meta-llama/Llama-3.1-70B,1065,1110,4497903286,5619487384,1121584098,4484477,95773980,23313866,"[41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762]",0,0,0
0,27,meta-llama/Llama-3.1-70B,955,1051,3322894048,5641818074,2318924026,7233191,89251918,23470232,"[21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690]",0,0,0
0,23,meta-llama/Llama-3.1-70B,91,216,3013730478,6020669143,3006938665,39414796,66478358,23713389,"[32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357]",0,0,0
0,5,meta-llama/Llama-3.1-70B,3,190,1604829891,6065362511,4460532620,2677517,23972173,23852475,"[22104379, 20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20960902, 20913325, 20913325, 20913325, 20913325, 22768135, 20366546, 20366546, 20366546, 20366546, 20366546, 40865105, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 25368092, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 21394902, 92969985, 23216395, 20776664, 20776664, 21564585, 21012673, 21012673, 23114981, 36467527, 21197006, 21197006, 21197006, 23233592, 100456203, 27063562, 32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684]",0,0,0
0,47,meta-llama/Llama-3.1-70B,181,255,5130161078,6795791151,1665630073,9554769,38776269,22285668,"[22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280]",0,0,0
0,34,meta-llama/Llama-3.1-70B,15,130,4170788537,6862071342,2691282805,15630953,38219518,23272484,"[21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397]",0,0,0
0,35,meta-llama/Llama-3.1-70B,7,142,4336021694,7451477940,3115456246,3154837,25586136,23058732,"[21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874]",0,0,0
0,6,meta-llama/Llama-3.1-70B,43,293,1610813767,7473271032,5862457265,17988297,40092676,23382990,"[20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20866658, 20960902, 20913325, 20913325, 20913325, 20913325, 22768135, 20366546, 20366546, 20366546, 20366546, 20366546, 40865105, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 25368092, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 21394902, 92969985, 23216395, 20776664, 20776664, 21564585, 21012673, 21012673, 23114981, 36467527, 21197006, 21197006, 21197006, 23233592, 100456203, 27063562, 32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21793092]",0,0,0
0,10,meta-llama/Llama-3.1-70B,340,572,2029050004,7516792222,5487742218,18004770,58869875,23501611,"[20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 25368092, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 21394902, 92969985, 23216395, 20776664, 20776664, 21564585, 21012673, 21012673, 23114981, 36467527, 21197006, 21197006, 21197006, 23233592, 100456203, 27063562, 32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21793092, 21760595, 21760595]",0,0,0
0,24,meta-llama/Llama-3.1-70B,266,463,3074623946,7625195047,4550571101,5584890,38256895,23022011,"[21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21793092, 21760595, 21760595, 21680277, 21680277, 21680277, 21680277, 21681717]",0,0,0
0,8,meta-llama/Llama-3.1-70B,61,310,1903845068,7755368163,5851523095,18608841,41376976,23428008,"[20366546, 20366546, 20366546, 20366546, 20366546, 40865105, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 20448196, 25368092, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 21394902, 92969985, 23216395, 20776664, 20776664, 21564585, 21012673, 21012673, 23114981, 36467527, 21197006, 21197006, 21197006, 23233592, 100456203, 27063562, 32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21793092, 21760595, 21760595, 21680277, 21680277, 21680277, 21680277, 21681717, 21695066, 21695066, 21695066, 21695066, 21696426, 21696426]",0,0,0
0,20,meta-llama/Llama-3.1-70B,54,262,2918527754,7798626203,4880098449,10927725,34161317,23410324,"[100456203, 27063562, 32672005, 21521586, 21521586, 21521586, 21521586, 21521586, 21521586, 22752342, 22228680, 21567930, 21567930, 82018727, 21579982, 24776834, 21694746, 21694746, 21694746, 22431299, 31577037, 21795012, 21795012, 21795012, 21795012, 21795012, 21795012, 21761555, 21681957, 21681957, 21681957, 21681957, 21681957, 22461532, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22588565, 21694746, 21694746, 21694746, 21694746, 21694746, 21694746, 22431299, 21681957, 31917928, 21795012, 21795012, 21795012, 21795012, 91289503, 41040913, 22133280, 31481662, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 22345324, 23487793, 23140944, 22284637, 22284637, 22284637, 22284637, 24477684, 22325890, 22967379, 22405882, 22330690, 29221500, 22405882, 22405882, 23374110, 23603584, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22431436, 22418961, 22418961, 22418961, 22418961, 22418961, 22404762, 22404762, 22404762, 22330690, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22285357, 22346684, 22346684, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22133280, 22093397, 22093397, 22093397, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21829874, 21793092, 21760595, 21760595, 21680277, 21680277, 21680277, 21680277, 21681717, 21695066, 21695066, 21695066, 21695066, 21696426, 21696426, 21629020, 21629020]",0,0,0
