prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,128,8,512,13.473
32,128,8,1024,15.13
32,128,8,2048,18.948
32,128,16,0,14.358
32,128,16,64,14.359
32,128,16,128,14.389
32,128,16,256,14.486
32,128,16,512,14.617
32,128,16,1024,15.037
32,128,16,2048,18.545
32,128,32,0,18.446
32,128,32,64,19.677
32,128,32,128,19.706
32,128,32,256,19.763
32,128,32,512,19.802
32,128,32,1024,19.973
32,128,32,2048,21.226
32,128,64,0,9.9
32,128,64,64,27.678
32,128,64,128,29.876
32,128,64,256,29.889
32,128,64,512,29.89
32,128,64,1024,30.022
32,128,64,2048,30.233
32,128,128,0,9.89
32,128,128,64,9.888
32,128,128,128,48.646
32,128,128,256,48.631
32,128,128,512,48.572
32,128,128,1024,48.591
32,128,128,2048,48.883
32,128,256,0,9.974
32,128,256,64,9.969
32,128,256,128,9.985
32,128,256,256,84.873
32,128,256,512,85.972
32,128,256,1024,86.153
32,128,256,2048,86.314
32,256,0,0,10.696
32,256,0,64,10.696
32,256,0,128,10.696
32,256,0,256,10.696
32,256,0,512,10.696
32,256,0,1024,10.696
32,256,0,2048,10.696
32,256,1,0,16.14
32,256,1,64,16.159
32,256,1,128,17.714
32,256,1,256,21.055
32,256,1,512,27.963
32,256,1,1024,41.641
32,256,1,2048,68.408
32,256,2,0,15.956
32,256,2,64,15.975
32,256,2,128,16.461
32,256,2,256,18.532
32,256,2,512,21.764
32,256,2,1024,28.453
32,256,2,2048,42.132
32,256,4,0,16.007
32,256,4,64,16.007
32,256,4,128,16.011
32,256,4,256,16.467
32,256,4,512,18.508
32,256,4,1024,21.784
32,256,4,2048,28.627
32,256,8,0,16.168
32,256,8,64,16.168
32,256,8,128,16.188
32,256,8,256,16.221
32,256,8,512,16.913
32,256,8,1024,18.57
32,256,8,2048,22.388
32,256,16,0,17.798
32,256,16,64,17.799
32,256,16,128,17.829
32,256,16,256,17.926
32,256,16,512,18.057
32,256,16,1024,18.477
32,256,16,2048,21.985
32,256,32,0,21.886
32,256,32,64,23.117
32,256,32,128,23.146
32,256,32,256,23.203
32,256,32,512,23.242
32,256,32,1024,23.413
32,256,32,2048,24.666
32,256,64,0,13.34
32,256,64,64,31.118
32,256,64,128,33.316
32,256,64,256,33.329
32,256,64,512,33.33
32,256,64,1024,33.462
32,256,64,2048,33.673
32,256,128,0,13.33
32,256,128,64,13.328
32,256,128,128,52.086
32,256,128,256,52.071
32,256,128,512,52.012
32,256,128,1024,52.031
32,256,128,2048,52.323
32,256,256,0,13.414
32,256,256,64,13.409
32,256,256,128,13.425
32,256,256,256,88.313
32,256,256,512,89.412
32,256,256,1024,89.593
32,256,256,2048,89.754
32,512,0,0,17.565
32,512,0,64,17.565
32,512,0,128,17.565
32,512,0,256,17.565
32,512,0,512,17.565
32,512,0,1024,17.565
32,512,0,2048,17.565
32,512,1,0,23.009
32,512,1,64,23.028
32,512,1,128,24.583
32,512,1,256,27.924
32,512,1,512,34.832
32,512,1,1024,48.51
32,512,1,2048,75.277
32,512,2,0,22.825
32,512,2,64,22.844
32,512,2,128,23.33
32,512,2,256,25.401
32,512,2,512,28.633
32,512,2,1024,35.322
32,512,2,2048,49.001
32,512,4,0,22.876
32,512,4,64,22.876
32,512,4,128,22.88
32,512,4,256,23.336
32,512,4,512,25.377
32,512,4,1024,28.653
32,512,4,2048,35.496
32,512,8,0,23.037
32,512,8,64,23.037
32,512,8,128,23.057
32,512,8,256,23.09
32,512,8,512,23.782
32,512,8,1024,25.439
32,512,8,2048,29.257
32,512,16,0,24.667
32,512,16,64,24.668
32,512,16,128,24.698
32,512,16,256,24.795
32,512,16,512,24.926
32,512,16,1024,25.346
32,512,16,2048,28.854
32,512,32,0,28.755
32,512,32,64,29.986
32,512,32,128,30.015
32,512,32,256,30.072
32,512,32,512,30.111
32,512,32,1024,30.282
32,512,32,2048,31.535
32,512,64,0,20.209
32,512,64,64,37.987
32,512,64,128,40.185
32,512,64,256,40.198
32,512,64,512,40.199
32,512,64,1024,40.331
32,512,64,2048,40.542
32,512,128,0,20.199
32,512,128,64,20.197
32,512,128,128,58.955
32,512,128,256,58.94
32,512,128,512,58.881
32,512,128,1024,58.9
32,512,128,2048,59.192
32,512,256,0,20.283
32,512,256,64,20.278
32,512,256,128,20.294
32,512,256,256,95.182
32,512,256,512,96.281
32,512,256,1024,96.462
32,512,256,2048,96.623
32,1024,0,0,31.269
32,1024,0,64,31.269
32,1024,0,128,31.269
32,1024,0,256,31.269
32,1024,0,512,31.269
32,1024,0,1024,31.269
32,1024,0,2048,31.269
32,1024,1,0,36.713
32,1024,1,64,36.732
32,1024,1,128,38.287
32,1024,1,256,41.628
32,1024,1,512,48.536
32,1024,1,1024,62.214
32,1024,1,2048,88.981
32,1024,2,0,36.529
32,1024,2,64,36.548
32,1024,2,128,37.034
32,1024,2,256,39.105
32,1024,2,512,42.337
32,1024,2,1024,49.026
32,1024,2,2048,62.705
32,1024,4,0,36.58
32,1024,4,64,36.58
32,1024,4,128,36.584
32,1024,4,256,37.04
32,1024,4,512,39.081
32,1024,4,1024,42.357
32,1024,4,2048,49.2
32,1024,8,0,36.741
32,1024,8,64,36.741
32,1024,8,128,36.761
32,1024,8,256,36.794
32,1024,8,512,37.486
32,1024,8,1024,39.143
32,1024,8,2048,42.961
32,1024,16,0,38.371
32,1024,16,64,38.372
32,1024,16,128,38.402
32,1024,16,256,38.499
32,1024,16,512,38.63
